"date","area","covid_cases_per_100k","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_19_community_level"
2022-05-05,"Osceola County","55.41","4.6","1.2","Low"
2022-05-05,"Missaukee County","33.07","4.6","1.2","Low"
2022-05-05,"Wexford County","56.5","4.6","1.2","Low"
2022-05-05,"Lake County","168.73","4.6","1.2","Low"
2022-05-05,"Ottawa County","129.18","3.7","2.0","Low"
2022-05-05,"Allegan County","69.44","3.7","2.0","Low"
2022-05-05,"Alcona County","48.05","13.2","16.5","Medium"
2022-05-05,"Montmorency County","139.37","13.2","16.5","Medium"
2022-05-05,"Presque Isle County","15.88","13.2","16.5","Medium"
2022-05-05,"Alpena County","137.3","13.2","16.5","Medium"
2022-05-05,"Branch County","39.07","3.0","4.3","Low"
2022-05-05,"Hillsdale County","100.87","3.0","4.3","Low"
2022-05-05,"Jackson County","163.4","3.0","4.3","Low"
2022-05-05,"Lenawee County","152.36","3.0","4.3","Low"
2022-04-28,"Allegan County","60.98","2.0","1.2","Low"
2022-04-28,"Ottawa County","95.26","2.0","1.2","Low"
2022-04-28,"Cass County","34.76","3.4","3.2","Low"
2022-04-28,"Berrien County","73.66","3.4","3.2","Low"
2022-04-28,"Van Buren County","93.82","3.4","3.2","Low"
2022-04-28,"Clare County","45.23","2.0","5.7","Low"
2022-04-28,"Isabella County","68.7","2.0","5.7","Low"
2022-04-28,"Midland County","80.57","2.0","5.7","Low"
2022-04-28,"Gladwin County","55.01","2.0","5.7","Low"
2022-04-28,"Crawford County","64.15","2.8","8.0","Low"
2022-04-28,"Roscommon County","33.31","2.8","8.0","Low"
2022-04-28,"Otsego County","44.59","2.8","8.0","Low"
2022-04-28,"Alger County","0.0","1.5","0.0","Low"
2022-04-28,"Luce County","192.65","1.5","0.0","Low"
2022-04-28,"Schoolcraft County","0.0","1.5","0.0","Low"
2022-04-28,"Delta County","44.71","1.5","0.0","Low"
2022-04-28,"Marquette County","125.94","1.5","0.0","Low"
2022-04-28,"St. Clair County","110.6","1.4","5.0","Low"
2022-04-28,"Sanilac County","87.44","1.4","5.0","Low"
2022-04-28,"Montcalm County","48.52","2.1","4.5","Low"
2022-04-28,"Ionia County","69.56","2.1","4.5","Low"
2022-04-28,"Mecosta County","80.55","2.1","4.5","Low"
2022-04-28,"Kent County","92.85","2.1","4.5","Low"
2022-04-28,"Gratiot County","58.95","2.1","4.5","Low"
2022-04-28,"Lapeer County","59.36","1.8","5.1","Low"
2022-04-28,"Genesee County","102.26","1.8","5.1","Low"
2022-04-28,"Keweenaw County","189.04","2.3","4.3","Low"
2022-04-28,"Houghton County","86.87","2.3","4.3","Low"
2022-04-28,"Baraga County","36.55","2.3","4.3","Low"
2022-04-28,"Wayne County","194.3","2.4","8.2","Low"
2022-04-28,"Oakland County","220.34","2.4","8.2","Medium"
2022-04-28,"Washtenaw County","343.31","2.4","8.2","Medium"
2022-04-28,"Livingston County","142.19","2.4","8.2","Low"
2022-04-28,"Macomb County","197.37","2.4","8.2","Low"
2022-04-28,"Ontonagon County","34.97","0.4","0.0","Low"
2022-04-28,"Gogebic County","35.78","0.4","0.0","Low"
2022-04-28,"Clinton County","136.94","3.1","4.0","Low"
2022-04-28,"Eaton County","124.24","3.1","4.0","Low"
2022-04-28,"Ingham County","158.0","3.1","4.0","Low"
2022-04-28,"Shiawassee County","71.93","3.1","4.0","Low"
2022-04-28,"Charlevoix County","53.55","1.4","2.3","Low"
2022-04-28,"Cheboygan County","43.52","1.4","2.3","Low"
2022-04-28,"Chippewa County","72.29","1.4","2.3","Low"
2022-04-28,"Emmet County","107.74","1.4","2.3","Low"
2022-04-28,"Mackinac County","101.86","1.4","2.3","Low"
2022-04-28,"St. Joseph County","34.45","2.4","3.4","Low"
2022-04-28,"Kalamazoo County","121.86","2.4","3.4","Low"
2022-04-28,"Alpena County","102.09","9.2","13.2","Medium"
2022-04-28,"Alcona County","19.22","9.2","13.2","Medium"
2022-04-28,"Montmorency County","160.81","9.2","13.2","Medium"
2022-04-28,"Presque Isle County","31.77","9.2","13.2","Medium"
2022-04-28,"Calhoun County","103.61","4.0","6.6","Low"
2022-04-28,"Barry County","66.61","4.0","6.6","Low"
2022-04-28,"Antrim County","85.75","1.8","13.6","Medium"
2022-04-28,"Manistee County","40.72","1.8","13.6","Medium"
2022-04-28,"Benzie County","101.32","1.8","13.6","Medium"
2022-04-28,"Kalkaska County","94.25","1.8","13.6","Medium"
2022-04-28,"Leelanau County","78.12","1.8","13.6","Medium"
2022-04-28,"Grand Traverse County","91.31","1.8","13.6","Medium"
2022-04-28,"Monroe County","104.98","1.6","5.2","Low"
2022-04-28,"Mason County","92.64","1.5","5.4","Low"
2022-04-28,"Muskegon County","88.73","1.5","5.4","Low"
2022-04-28,"Oceana County","52.9","1.5","5.4","Low"
2022-04-28,"Newaygo County","59.21","1.5","5.4","Low"
2022-04-28,"Iron County","36.15","2.4","2.9","Low"
2022-04-28,"Dickinson County","158.48","2.4","2.9","Low"
2022-04-28,"Menominee County","57.07","2.4","2.9","Low"
2022-04-28,"Lake County","67.49","6.9","3.6","Low"
2022-04-28,"Osceola County","25.58","6.9","3.6","Low"
2022-04-28,"Missaukee County","19.84","6.9","3.6","Low"
2022-04-28,"Wexford County","59.47","6.9","3.6","Low"
2022-04-28,"Tuscola County","49.77","3.1","3.7","Low"
2022-04-28,"Huron County","74.24","3.1","3.7","Low"
2022-04-28,"Saginaw County","80.82","3.1","3.7","Low"
2022-04-28,"Arenac County","67.19","0.7","2.3","Low"
2022-04-28,"Iosco County","15.92","0.7","2.3","Low"
2022-04-28,"Oscoda County","36.4","0.7","2.3","Low"
2022-04-28,"Bay County","69.82","0.7","2.3","Low"
2022-04-28,"Ogemaw County","42.86","0.7","2.3","Low"
2022-04-28,"Jackson County","120.5","2.7","4.6","Low"
2022-04-28,"Lenawee County","91.42","2.7","4.6","Low"
2022-04-28,"Branch County","20.68","2.7","4.6","Low"
2022-04-28,"Hillsdale County","63.59","2.7","4.6","Low"
2022-04-21,"Clinton County","103.02","2.8","3.1","Low"
2022-04-21,"Eaton County","77.99","2.8","3.1","Low"
2022-04-21,"Ingham County","90.97","2.8","3.1","Low"
2022-04-21,"Shiawassee County","57.25","2.8","3.1","Low"
2022-04-21,"Allegan County","33.03","1.9","1.2","Low"
2022-04-21,"Ottawa County","63.74","1.9","1.2","Low"
2022-04-21,"St. Joseph County","37.73","3.9","5.5","Low"
2022-04-21,"Kalamazoo County","91.3","3.9","5.5","Low"
2022-04-21,"Keweenaw County","0.0","0.6","2.2","Low"
2022-04-21,"Houghton County","67.26","0.6","2.2","Low"
2022-04-21,"Baraga County","0.0","0.6","2.2","Low"
2022-04-21,"Calhoun County","88.7","3.3","3.1","Low"
2022-04-21,"Barry County","40.62","3.3","3.1","Low"
2022-04-21,"Crawford County","71.28","1.7","4.8","Low"
2022-04-21,"Roscommon County","24.98","1.7","4.8","Low"
2022-04-21,"Otsego County","44.59","1.7","4.8","Low"
2022-04-21,"Livingston County","98.44","2.0","5.6","Low"
2022-04-21,"Macomb County","146.34","2.0","5.6","Low"
2022-04-21,"Wayne County","127.88","2.0","5.6","Low"
2022-04-21,"Oakland County","163.01","2.0","5.6","Low"
2022-04-21,"Washtenaw County","311.75","2.0","5.6","Medium"
2022-04-21,"Delta County","27.95","1.3","0.8","Low"
2022-04-21,"Marquette County","56.97","1.3","0.8","Low"
2022-04-21,"Alger County","0.0","1.3","0.8","Low"
2022-04-21,"Luce County","0.0","1.3","0.8","Low"
2022-04-21,"Schoolcraft County","0.0","1.3","0.8","Low"
2022-04-21,"Dickinson County","27.73","1.8","2.9","Low"
2022-04-21,"Menominee County","0.0","1.8","2.9","Low"
2022-04-21,"Iron County","45.18","1.8","2.9","Low"
2022-04-21,"Lapeer County","52.51","1.5","2.8","Low"
2022-04-21,"Genesee County","58.65","1.5","2.8","Low"
2022-04-21,"Oscoda County","0.0","1.0","1.2","Low"
2022-04-21,"Bay County","46.55","1.0","1.2","Low"
2022-04-21,"Ogemaw County","9.53","1.0","1.2","Low"
2022-04-21,"Arenac County","6.72","1.0","1.2","Low"
2022-04-21,"Iosco County","19.9","1.0","1.2","Low"
2022-04-21,"Branch County","32.17","2.5","3.2","Low"
2022-04-21,"Hillsdale County","15.35","2.5","3.2","Low"
2022-04-21,"Jackson County","83.28","2.5","3.2","Low"
2022-04-21,"Lenawee County","77.2","2.5","3.2","Low"
2022-04-21,"Newaygo County","12.25","1.3","2.5","Low"
2022-04-21,"Mason County","58.33","1.3","2.5","Low"
2022-04-21,"Muskegon County","61.07","1.3","2.5","Low"
2022-04-21,"Oceana County","34.0","1.3","2.5","Low"
2022-04-21,"Kent County","94.68","2.1","5.1","Low"
2022-04-21,"Gratiot County","36.85","2.1","5.1","Low"
2022-04-21,"Montcalm County","46.96","2.1","5.1","Low"
2022-04-21,"Ionia County","54.1","2.1","5.1","Low"
2022-04-21,"Mecosta County","36.82","2.1","5.1","Low"
2022-04-21,"Saginaw County","46.71","2.3","1.8","Low"
2022-04-21,"Tuscola County","32.54","2.3","1.8","Low"
2022-04-21,"Huron County","3.23","2.3","1.8","Low"
2022-04-21,"Leelanau County","55.14","2.0","8.6","Low"
2022-04-21,"Grand Traverse County","63.38","2.0","8.6","Low"
2022-04-21,"Antrim County","94.32","2.0","8.6","Low"
2022-04-21,"Manistee County","28.5","2.0","8.6","Low"
2022-04-21,"Benzie County","61.92","2.0","8.6","Low"
2022-04-21,"Kalkaska County","77.61","2.0","8.6","Low"
2022-04-21,"Osceola County","51.15","7.7","4.8","Low"
2022-04-21,"Missaukee County","26.46","7.7","4.8","Low"
2022-04-21,"Wexford County","29.73","7.7","4.8","Low"
2022-04-21,"Lake County","8.44","7.7","4.8","Low"
2022-04-21,"Van Buren County","60.78","1.9","3.9","Low"
2022-04-21,"Cass County","25.1","1.9","3.9","Low"
2022-04-21,"Berrien County","57.37","1.9","3.9","Low"
2022-04-21,"Alcona County","38.44","11.7","18.1","Medium"
2022-04-21,"Montmorency County","10.72","11.7","18.1","Medium"
2022-04-21,"Presque Isle County","7.94","11.7","18.1","Medium"
2022-04-21,"Alpena County","186.59","11.7","18.1","Medium"
2022-04-21,"Cheboygan County","27.69","0.9","0.8","Low"
2022-04-21,"Chippewa County","42.84","0.9","0.8","Low"
2022-04-21,"Emmet County","50.88","0.9","0.8","Low"
2022-04-21,"Mackinac County","37.04","0.9","0.8","Low"
2022-04-21,"Charlevoix County","22.95","0.9","0.8","Low"
2022-04-21,"Sanilac County","43.72","1.3","2.0","Low"
2022-04-21,"St. Clair County","98.03","1.3","2.0","Low"
2022-04-21,"Gladwin County","23.58","1.1","2.9","Low"
2022-04-21,"Clare County","6.46","1.1","2.9","Low"
2022-04-21,"Isabella County","40.07","1.1","2.9","Low"
2022-04-21,"Midland County","46.9","1.1","2.9","Low"
2022-04-21,"Monroe County","77.08","2.1","5.3","Low"
2022-04-21,"Gogebic County","64.4","0.4","2.2","Low"
2022-04-21,"Ontonagon County","139.86","0.4","2.2","Low"
2022-04-14,"Wayne County","94.49","1.7","4.7","Low"
2022-04-14,"Oakland County","120.87","1.7","4.7","Low"
2022-04-14,"Washtenaw County","254.62","1.7","4.7","Medium"
2022-04-14,"Livingston County","80.21","1.7","4.7","Low"
2022-04-14,"Macomb County","110.64","1.7","4.7","Low"
2022-04-14,"Mason County","44.61","1.2","1.4","Low"
2022-04-14,"Muskegon County","47.82","1.2","1.4","Low"
2022-04-14,"Oceana County","18.89","1.2","1.4","Low"
2022-04-14,"Newaygo County","22.46","1.2","1.4","Low"
2022-04-14,"Allegan County","44.88","2.9","0.5","Low"
2022-04-14,"Ottawa County","53.11","2.9","0.5","Low"
2022-04-14,"Tuscola County","11.48","1.6","4.0","Low"
2022-04-14,"Huron County","16.14","1.6","4.0","Low"
2022-04-14,"Saginaw County","35.69","1.6","4.0","Low"
2022-04-14,"Antrim County","72.89","3.2","10.1","Medium"
2022-04-14,"Manistee County","20.36","3.2","10.1","Medium"
2022-04-14,"Benzie County","28.14","3.2","10.1","Medium"
2022-04-14,"Kalkaska County","22.18","3.2","10.1","Medium"
2022-04-14,"Leelanau County","45.95","3.2","10.1","Medium"
2022-04-14,"Grand Traverse County","55.86","3.2","10.1","Medium"
2022-04-14,"Montcalm County","32.87","2.4","3.0","Low"
2022-04-14,"Ionia County","52.55","2.4","3.0","Low"
2022-04-14,"Mecosta County","18.41","2.4","3.0","Low"
2022-04-14,"Kent County","37.75","2.4","3.0","Low"
2022-04-14,"Gratiot County","34.39","2.4","3.0","Low"
2022-04-14,"Arenac County","26.88","1.3","4.6","Low"
2022-04-14,"Iosco County","23.88","1.3","4.6","Low"
2022-04-14,"Oscoda County","0.0","1.3","4.6","Low"
2022-04-14,"Bay County","39.76","1.3","4.6","Low"
2022-04-14,"Ogemaw County","14.29","1.3","4.6","Low"
2022-04-14,"Charlevoix County","19.13","1.5","2.3","Low"
2022-04-14,"Cheboygan County","43.52","1.5","2.3","Low"
2022-04-14,"Chippewa County","45.52","1.5","2.3","Low"
2022-04-14,"Emmet County","47.88","1.5","2.3","Low"
2022-04-14,"Mackinac County","0.0","1.5","2.3","Low"
2022-04-14,"Calhoun County","47.7","3.2","1.5","Low"
2022-04-14,"Barry County","21.12","3.2","1.5","Low"
2022-04-14,"Crawford County","64.15","2.1","6.4","Low"
2022-04-14,"Roscommon County","33.31","2.1","6.4","Low"
2022-04-14,"Otsego County","32.43","2.1","6.4","Low"
2022-04-14,"Clinton County","55.28","2.9","3.3","Low"
2022-04-14,"Eaton County","65.3","2.9","3.3","Low"
2022-04-14,"Ingham County","66.69","2.9","3.3","Low"
2022-04-14,"Shiawassee County","39.63","2.9","3.3","Low"
2022-04-14,"Clare County","25.85","1.3","3.3","Low"
2022-04-14,"Isabella County","32.92","1.3","3.3","Low"
2022-04-14,"Midland County","36.08","1.3","3.3","Low"
2022-04-14,"Gladwin County","3.93","1.3","3.3","Low"
2022-04-14,"Alpena County","176.03","4.0","8.2","Low"
2022-04-14,"Alcona County","28.83","4.0","8.2","Low"
2022-04-14,"Montmorency County","10.72","4.0","8.2","Low"
2022-04-14,"Presque Isle County","31.77","4.0","8.2","Low"
2022-04-14,"Monroe County","42.52","2.2","3.5","Low"
2022-04-14,"Ontonagon County","52.45","0.9","3.3","Low"
2022-04-14,"Gogebic County","21.47","0.9","3.3","Low"
2022-04-14,"Keweenaw County","0.0","0.2","2.2","Low"
2022-04-14,"Houghton County","44.84","0.2","2.2","Low"
2022-04-14,"Baraga County","12.18","0.2","2.2","Low"
2022-04-14,"St. Clair County","67.87","1.1","4.5","Low"
2022-04-14,"Sanilac County","34.01","1.1","4.5","Low"
2022-04-14,"Iron County","9.04","0.9","1.0","Low"
2022-04-14,"Dickinson County","11.89","0.9","1.0","Low"
2022-04-14,"Menominee County","17.56","0.9","1.0","Low"
2022-04-14,"Lake County","8.44","5.7","7.1","Low"
2022-04-14,"Osceola County","38.36","5.7","7.1","Low"
2022-04-14,"Missaukee County","39.69","5.7","7.1","Low"
2022-04-14,"Wexford County","29.73","5.7","7.1","Low"
2022-04-14,"Cass County","21.24","2.7","3.2","Low"
2022-04-14,"Berrien County","51.5","2.7","3.2","Low"
2022-04-14,"Van Buren County","34.36","2.7","3.2","Low"
2022-04-14,"Jackson County","47.32","2.4","3.2","Low"
2022-04-14,"Lenawee County","52.82","2.4","3.2","Low"
2022-04-14,"Branch County","32.17","2.4","3.2","Low"
2022-04-14,"Hillsdale County","8.77","2.4","3.2","Low"
2022-04-14,"Lapeer County","30.82","1.0","2.4","Low"
2022-04-14,"Genesee County","47.56","1.0","2.4","Low"
2022-04-14,"Alger County","21.96","1.7","4.0","Low"
2022-04-14,"Luce County","32.11","1.7","4.0","Low"
2022-04-14,"Schoolcraft County","0.0","1.7","4.0","Low"
2022-04-14,"Delta County","11.18","1.7","4.0","Low"
2022-04-14,"Marquette County","28.49","1.7","4.0","Low"
2022-04-14,"St. Joseph County","41.01","3.5","3.4","Low"
2022-04-14,"Kalamazoo County","69.42","3.5","3.4","Low"
2022-04-07,"Leelanau County","50.55","3.7","9.1","Low"
2022-04-07,"Grand Traverse County","59.08","3.7","9.1","Low"
2022-04-07,"Antrim County","25.72","3.7","9.1","Low"
2022-04-07,"Manistee County","24.43","3.7","9.1","Low"
2022-04-07,"Benzie County","11.26","3.7","9.1","Low"
2022-04-07,"Kalkaska County","33.26","3.7","9.1","Low"
2022-04-07,"Gogebic County","21.47","0.9","1.1","Low"
2022-04-07,"Ontonagon County","34.97","0.9","1.1","Low"
2022-04-07,"Clinton County","85.43","2.5","1.6","Low"
2022-04-07,"Eaton County","39.9","2.5","1.6","Low"
2022-04-07,"Ingham County","49.59","2.5","1.6","Low"
2022-04-07,"Shiawassee County","26.42","2.5","1.6","Low"
2022-04-07,"Cheboygan County","23.74","1.7","4.5","Low"
2022-04-07,"Chippewa County","42.84","1.7","4.5","Low"
2022-04-07,"Emmet County","20.95","1.7","4.5","Low"
2022-04-07,"Mackinac County","129.64","1.7","4.5","Low"
2022-04-07,"Charlevoix County","0.0","1.7","4.5","Low"
2022-04-07,"Ottawa County","40.78","3.3","1.0","Low"
2022-04-07,"Allegan County","16.09","3.3","1.0","Low"
2022-04-07,"Saginaw County","25.19","1.5","0.7","Low"
2022-04-07,"Tuscola County","0.0","1.5","0.7","Low"
2022-04-07,"Huron County","16.14","1.5","0.7","Low"
2022-04-07,"Gladwin County","7.86","1.0","2.9","Low"
2022-04-07,"Clare County","9.69","1.0","2.9","Low"
2022-04-07,"Isabella County","31.49","1.0","2.9","Low"
2022-04-07,"Midland County","13.23","1.0","2.9","Low"
2022-04-07,"Baraga County","24.36","2.4","0.0","Low"
2022-04-07,"Keweenaw County","94.52","2.4","0.0","Low"
2022-04-07,"Houghton County","11.21","2.4","0.0","Low"
2022-04-07,"Alcona County","0.0","3.7","6.6","Low"
2022-04-07,"Montmorency County","10.72","3.7","6.6","Low"
2022-04-07,"Presque Isle County","0.0","3.7","6.6","Low"
2022-04-07,"Alpena County","38.73","3.7","6.6","Low"
2022-04-07,"Branch County","18.38","1.5","3.5","Low"
2022-04-07,"Hillsdale County","8.77","1.5","3.5","Low"
2022-04-07,"Jackson County","25.87","1.5","3.5","Low"
2022-04-07,"Lenawee County","36.57","1.5","3.5","Low"
2022-04-07,"Barry County","37.37","3.2","2.6","Low"
2022-04-07,"Calhoun County","68.58","3.2","2.6","Low"
2022-04-07,"Livingston County","64.59","1.6","4.1","Low"
2022-04-07,"Macomb County","91.65","1.6","4.1","Low"
2022-04-07,"Wayne County","66.6","1.6","4.1","Low"
2022-04-07,"Oakland County","71.88","1.6","4.1","Low"
2022-04-07,"Washtenaw County","214.09","1.6","4.1","Medium"
2022-04-07,"Delta County","11.18","1.4","1.6","Low"
2022-04-07,"Marquette County","29.99","1.4","1.6","Low"
2022-04-07,"Alger County","0.0","1.4","1.6","Low"
2022-04-07,"Luce County","0.0","1.4","1.6","Low"
2022-04-07,"Schoolcraft County","12.35","1.4","1.6","Low"
2022-04-07,"Kent County","32.88","2.7","4.3","Low"
2022-04-07,"Gratiot County","27.02","2.7","4.3","Low"
2022-04-07,"Montcalm County","20.35","2.7","4.3","Low"
2022-04-07,"Ionia County","40.19","2.7","4.3","Low"
2022-04-07,"Mecosta County","18.41","2.7","4.3","Low"
2022-04-07,"Otsego County","28.38","3.8","6.4","Low"
2022-04-07,"Crawford County","21.38","3.8","6.4","Low"
2022-04-07,"Roscommon County","8.33","3.8","6.4","Low"
2022-04-07,"Mason County","41.17","2.2","2.5","Low"
2022-04-07,"Muskegon County","38.03","2.2","2.5","Low"
2022-04-07,"Oceana County","18.89","2.2","2.5","Low"
2022-04-07,"Newaygo County","14.29","2.2","2.5","Low"
2022-04-07,"Lake County","8.44","2.9","2.4","Low"
2022-04-07,"Osceola County","34.1","2.9","2.4","Low"
2022-04-07,"Missaukee County","6.61","2.9","2.4","Low"
2022-04-07,"Wexford County","29.73","2.9","2.4","Low"
2022-04-07,"Cass County","13.52","3.5","3.9","Low"
2022-04-07,"Berrien County","46.28","3.5","3.9","Low"
2022-04-07,"Van Buren County","51.53","3.5","3.9","Low"
2022-04-07,"Arenac County","0.0","0.8","2.9","Low"
2022-04-07,"Iosco County","7.96","0.8","2.9","Low"
2022-04-07,"Oscoda County","24.27","0.8","2.9","Low"
2022-04-07,"Bay County","17.45","0.8","2.9","Low"
2022-04-07,"Ogemaw County","19.05","0.8","2.9","Low"
2022-04-07,"Monroe County","49.17","1.8","3.2","Low"
2022-04-07,"St. Clair County","62.84","1.5","7.5","Low"
2022-04-07,"Sanilac County","34.01","1.5","7.5","Low"
2022-04-07,"Iron County","0.0","0.5","1.9","Low"
2022-04-07,"Dickinson County","3.96","0.5","1.9","Low"
2022-04-07,"Menominee County","0.0","0.5","1.9","Low"
2022-04-07,"Lapeer County","20.55","1.5","2.0","Low"
2022-04-07,"Genesee County","36.72","1.5","2.0","Low"
2022-04-07,"St. Joseph County","26.25","3.5","3.7","Low"
2022-04-07,"Kalamazoo County","53.95","3.5","3.7","Low"
2022-03-31,"Wayne County","66.02","1.8","4.1","Low"
2022-03-31,"Oakland County","55.11","1.8","4.1","Low"
2022-03-31,"Washtenaw County","134.93","1.8","4.1","Low"
2022-03-31,"Livingston County","51.04","1.8","4.1","Low"
2022-03-31,"Macomb County","99.89","1.8","4.1","Low"
2022-03-31,"St. Clair County","54.04","0.4","2.5","Low"
2022-03-31,"Sanilac County","2.43","0.4","2.5","Low"
2022-03-31,"Montcalm County","25.04","3.1","3.6","Low"
2022-03-31,"Ionia County","55.64","3.1","3.6","Low"
2022-03-31,"Mecosta County","25.31","3.1","3.6","Low"
2022-03-31,"Kent County","38.66","3.1","3.6","Low"
2022-03-31,"Gratiot County","39.3","3.1","3.6","Low"
